product_id,product_name,brand_name,unit_selling_price,landing_cost_per_unit,discount_rate,procured_quantity,order_id
70304,Everyuth Purifying Neem Face Wash,Everyuth,95.0,119.99499,0.0,1,113204920
17772,iD Idli & Dosa Batter (1 kg),iD,79.0,79.999,0.0,1,113224410
335465,Daawat Sehat Mini Mogra Basmati Rice (Broken),Daawat,230.0,230.00215,0.0,1,113224459
131475,Nivea Men Fresh Active Roll On,Nivea Men,160.0,165.17645,0.0,1,113225843
96077,Nivea Fresh Natural Deodorant Spray,Nivea,180.0,186.747,0.0,1,113226223
396897,Bingo Tedhe Medhe Masala Tadka Crisps,Bingo Tedhe Medhe,16.0,16.599997,0.0,1,113226388
391003,Saffola Classic Masala Oats,Saffola,172.0,174.21974,0.0,1,113226431
13980,Tata Tea Premium Tea,Tata Tea,393.0,425.8502,0.0,1,113227716
430637,Sunsilk Lusciously Thick & Long Conditioner 340 ml,Sunsilk,218.0,254.487,0.0,1,113247263
101247,Tresemme Keratin Smooth Shampoo,Tresemme,488.0,535.3017,0.0,1,114002601
108721,Maggi Mushroom Penne Instant Pasta,Maggi,24.0,24.001993,0.0,2,114024369
364609,Emami Fair and Handsome 100% Oil Clear Face Wash,Emami Fair and Handsome,131.0,135.99603,0.0,1,114024505
195821,Surf Excel Easy Wash - Detergent Powder,Surf Excel,562.0,616.719,0.0,1,114034122
55360,Parle Platina Hide & Seek Chocolate Chip Cookies,Parle Platina,48.0,52.805,0.0,1,114048345
399896,Everyuth Naturals Chocolate and Cherry Tan Removal Scrub,Everyuth,92.0,92.0046,0.0,1,114049795
396897,Bingo Tedhe Medhe Masala Tadka Crisps,Bingo Tedhe Medhe,16.0,16.60104,0.0,1,114049975
63239,Hit Spray Flies & Mosquito Killer,Hit,272.0,335.3943,0.0,1,114050636
400525,B Natural Mixed Fruit Juice - Buy 1 Get 1 Free,B Natural,120.0,191.99,0.0,2,114098938
400927,Nescafe Intense Cappuccino Cold Coffee,Nescafe,48.0,50.063995,0.0,1,114104356
18575,Vim Lemon Dishwash Gel,Vim,146.0,170.55049,0.0,1,114117792
422719,Nycil Cool Classic Germ Expert Prickly Heat Powder Talc - Free Nycil Cool Herbal Powder 50 g,Nycil,111.0,116.077,0.0,1,114118140
415759,Hershey's Chocolate Syrup,Hershey's,288.0,288.00232,0.0,1,114119607
477483,Eggoz Farm Fresh White Eggs,Eggoz,207.0,222.09082,0.0,1,114120341
383617,Nestle Munch Nuts Chocolate Coated Wafer Bar - Home Pack,Nestle,128.0,129.54962,0.0,1,114120514
426661,Tata Tea Premium Tea,Tata Tea,494.0,588.672,0.0,1,114120832
3923,Green Peas,,10.0,14.999966,0.0,1,114129247
19191,Colgate MaxFresh Toothpaste (Spicy Fresh),Colgate MaxFresh,146.0,152.92809,0.0,1,114159568
37261,Quaker Rolled Oats,Quaker,167.0,171.1461,0.0,1,113112326
425706,,,72.0,79.4283,0.0,1,113131187
391003,Saffola Classic Masala Oats,Saffola,172.0,174.21986,0.0,2,113132052
401282,Real Fruit Power Masala Mixed Fruit Juice,Real,61.0,103.09604,0.0,6,113132303
369007,Odonil Bathroom Air Freshener Blocks - Mixed Fragrances - Pack of 4,Odonil,134.0,137.73003,0.0,1,113132640
13980,Tata Tea Premium Tea,Tata Tea,393.0,425.84906,0.0,1,113151985
409120,Colgate Toothpaste Bamboo Charcoal Black Gel And Wintergreen Mint For A Clean Mouth Experience,Colgate,99.0,109.188965,0.0,1,113152529
368445,Kissan Fresh Tomato Ketchup,Kissan,85.0,86.964005,0.0,1,113153316
19512,Amul Taaza Toned Fresh Milk,Amul,24.0,24.15,0.0,1,114077434
131475,Nivea Men Fresh Active Roll On,Nivea Men,151.0,165.16515,0.0,4,114095899
439619,Parle Premium Real Elaichi Rusk,Parle,128.0,144.501,0.0,1,114099829
480357,Cornitos Crusties Lemon Chili Bean Puffs,Cornitos,22.0,22.505,0.0,2,114100192
3898,Lady Finger,,19.0,20.0,0.0,1,114100696
400785,Good Knight Power Active + Mosquito Repellent Refill,Good Knight,324.0,367.1918,0.0,2,114120960
293385,Wingreens Farms Chipotle Sandwich Spread,Wingreens Farms,149.0,156.005,0.0,1,114120989
23343,English Cucumber,,20.0,21.981865,0.0,1,114121549
116189,Bingo Original Style Chilli Potato Chips,Bingo,16.0,16.598,0.0,1,114122279
35347,Everyuth Tulsi Turmeric Face Wash,Everyuth,98.0,119.9934,0.0,1,114122448
369007,Odonil Bathroom Air Freshener Blocks - Mixed Fragrances - Pack of 4,Odonil,134.0,143.034,0.0,1,113393040
413192,Sugarlite with half the Calories Sugar - Buy 1 Get 1 Free,Sugarlite,99.0,162.35566,0.0,1,113415814
392235,Surf Excel Top Load Matic Liquid Detergent,Surf Excel,322.0,348.5813,0.0,1,113416398
391003,Saffola Classic Masala Oats,Saffola,172.0,174.21619,0.0,1,113416490
230,BRU Instant Coffee 100 g,BRU,264.0,270.61145,0.0,1,113433724
400785,Good Knight Power Active + Mosquito Repellent Refill,Good Knight,324.0,367.19238,0.0,1,113434202
75468,24 Mantra Organic Malka Masoor,24 Mantra,83.0,83.557556,0.0,1,113436597
74625,Tropicana Guava Delight Juice,Tropicana,82.0,84.0,0.0,1,113357362
479478,Goeld Cheesy Corn Bites,Goeld,101.0,112.50405,0.0,1,113357667
127096,Nestle Munch Chocolate Coated Crunchy Wafers - Share Pack,Nestle,85.0,85.36294,0.0,1,113357840
96077,Nivea Fresh Natural Deodorant Spray,Nivea,180.0,186.747,0.0,1,113357871
466066,Colgate Total Whole Mouth Health Toothpaste - Pack of 2,Colgate,173.0,202.071,0.0,1,113358390
409538,Parle Platina Hide & Seek Choco Rolls Sandwich Cream Biscuits,Parle Platina,90.0,103.20197,0.0,2,113374610
108301,Aashirvaad Multigrain Atta,Aashirvaad,275.0,280.0214,0.0,2,113378351
350143,Chef's Basket Durum Wheat Penne Domestic Pasta,Chef's Basket,88.0,131.2506,0.0,1,113380104
67402,Tresemme Keratin Smooth Conditioner,Tresemme,172.0,200.95787,0.0,1,113153880
23467,MTR 3 Minute Poha Breakfast Mix,MTR 3 Minute,20.0,20.001081,0.0,2,113154193
18575,Vim Lemon Dishwash Gel,Vim,141.0,165.48814,0.0,1,113154291
368445,Kissan Fresh Tomato Ketchup,Kissan,85.0,86.964005,0.0,1,113174586
366098,Nestle Milo Cocoa-Malt Flavoured Milk Beverage,Nestle,32.0,33.37608,0.0,1,113175420
59854,Tropicana Mixed Fruit Delight Juice,Tropicana,90.0,91.998505,0.0,1,113175830
415759,Hershey's Chocolate Syrup,Hershey's,267.0,288.0051,0.0,1,113176100
422719,Nycil Cool Classic Germ Expert Prickly Heat Powder Talc - Free Nycil Cool Herbal Powder 50 g,Nycil,111.0,116.077,0.0,1,113973411
477170,Britannia Roasted Garlic - Cheese Spread,Britannia,45.0,51.266796,0.0,1,113994368
477482,Eggoz Farm Fresh White Eggs (10 pieces),Eggoz,88.0,91.0,0.0,1,113994704
371120,Fiama Soap Pack with 5 Unique Gel Bars - Buy 4 get 1 Free,Fiama,259.0,260.3118,0.0,1,113995485
21852,24 Mantra Organic Flax Seeds,24 Mantra,63.0,112.85126,0.0,1,113995666
105,Tata Salt,Tata,24.0,19.199993,1.0,1,113995675
199435,New Potato,,15.0,16.802134,0.0,1,114949216
195821,Surf Excel Easy Wash - Detergent Powder,Surf Excel,562.0,616.71906,0.0,1,114954545
423857,Mother Dairy Malai Paneer,Mother Dairy,75.0,81.495766,0.0,2,114965616
46074,Parle Real Elaichi Premium Rusk,Parle,40.0,42.5,0.0,1,114968496
392,Surf Excel Front Load Matic Detergent Powder,Surf Excel,380.0,491.58765,0.0,1,114972478
458199,Nissin Geki - Hot & Spicy Korean Chicken Flavoured Instant Noodles,Nissin,37.0,38.706993,0.0,1,114975519
32509,D'lecta Dairy Fresh Cream,D'lecta,47.0,49.301666,0.0,1,114986763
389760,GMC Munakka,GMC,151.0,151.31624,0.0,1,114988189
152381,Pears Pure & Gentle Body Wash - with Free Loofah,Pears,115.0,119.6383,0.0,1,114988702
82224,Saffola Gold Healthy Lifestyle & Heart Edible Oil,Saffola,222.0,234.00298999999998,0.0,3,114192858
19481,Pears Pure & Gentle Soap,Pears,179.0,187.69704000000002,0.0,3,114214473
96077,Nivea Fresh Natural Deodorant Spray,Nivea,131.0,165.16501,0.0,1,114214507
23691,Pepsi Soft Drink,Pepsi,64.0,64.806,0.0,1,114217435
82341,Maggi Cheese Macaroni Instant Pasta,Maggi,24.0,24.001854,0.0,2,114003296
401282,Real Fruit Power Masala Mixed Fruit Juice,Real,64.0,107.14621,0.0,1,114016314
392931,Britannia NutriChoice Digestive High Fibre Biscuit - Super Saver pack,Britannia NutriChoice,170.0,170.085,0.0,1,114016411
978,Sensodyne Rapid Relief Sensitive Toothpaste,Sensodyne,153.0,164.10002,0.0,1,114041980
439142,Lay's American Style Cream & Onion Flavour Potato Chips - Pack of 2,Lay's,83.0,84.004944,0.0,1,114998105
432048,Ariel Matic 3In1 Detergent Pods,Ariel,321.0,399.99332,0.0,1,115007707
363541,Mother Dairy Tadka Buttermilk,Mother Dairy,10.0,11.600001333333333,0.0,3,115017633
366925,Meswak Toothpaste,Meswak,158.0,166.333,0.0,1,115024897
400785,Good Knight Power Active + Mosquito Repellent Refill,Good Knight,368.0,380.03717,0.0,1,115033845
402483,Kellogg's Granola Almond & Cranberries Cereal,Kellogg's,274.0,289.34805,0.0,1,115033882
3923,Green Peas,,10.0,15.0,0.0,4,113856165
422948,Sunfeast Yippee Magic Masala Instant Noodles,Sunfeast Yippee,119.0,123.84287,0.0,1,113873712
18575,Vim Lemon Dishwash Gel,Vim,146.0,170.5044,0.2465753424657534,2,113875018
10088,Cucumber,,15.0,15.5,0.0,1,113876006
3898,Lady Finger,,18.0,20.0,0.0,2,113876162
383615,KitKat 2 Finger Wafer Bar Share Bag (7 packs inside),KitKat,85.0,85.37697,0.0,1,113876492
18575,Vim Lemon Dishwash Gel,Vim,146.0,169.81349,0.0,1,113876685
23379,Sweet Corn - Packet,,26.0,28.0,0.0,2,113898410
465882,Nivea Lemon & Oil Shower Gel,Nivea,103.0,103.746,0.0,1,114236659
36769,iD Malabar Parantha,iD,63.0,68.0,0.0,2,114237563
110136,Brooke Bond Taj Mahal Tea (1 kg),Brooke Bond Taj Mahal,550.0,550.7079,0.0,1,114237731
17489,Real Fruit Power Mixed Fruit Juice 180 ml,Real,16.0,17.192,0.0,1,114260363
18555,Surf Excel Easy Wash Detergent Powder,Surf Excel,186.0,187.69702,0.0,1,114260599
477788,epigamia Strawberry Flavoured Yogurt,epigamia,20.0,32.004,0.0,1,114261458
67402,Tresemme Keratin Smooth Conditioner,Tresemme,172.0,200.9575,0.0,1,114261637
18575,Vim Lemon Dishwash Gel,Vim,157.0,169.32108,0.0,1,115052988
475681,Jade Forest Indian Tonic Water,Jade Forest,48.0,60.00368,0.0,1,115054620
482193,,,0.0,210.0,0.0,1,115061506
401246,Britannia Winkin Cow Chocolate Thick Milkshake,Britannia,27.0,30.044085,0.0,1,115061661
426661,Tata Tea Premium Tea,Tata Tea,494.0,588.67194,0.0,1,115061804
391084,"Pampers All Round Protection Diaper (Pants, XL, 12-17 kg)",Pampers,860.0,959.20245,0.0,1,115061838
81894,Comfort After Wash Fabric Conditioner (Morning Fresh),Comfort,206.0,210.04158,0.0,1,113264823
3923,Green Peas,,12.0,13.987879,0.0,1,113266467
438160,Biotique Honey Gel Soothe & Nourish Foaming Face Wash,Biotique,129.0,133.3537,0.0,1,113266495
407580,Pril Tamarind Shine Specialist Dishwash Gel,Pril,151.0,174.14372,0.0,1,113267284
307446,Pepsodent Germicheck 8 Actions Toothpaste,Pepsodent,113.0,115.83622,0.0,1,113311385
445815,Dove Cream Beauty Bathing Soap (3 x 125 g) - Pack of 3,Dove,195.0,222.9701,0.0,1,113311477
392004,Parachute 100% Pure Coconut Oil,Parachute,232.0,237.4712,0.0,1,113311888
381844,Tetley Classic Green Tea Bags (Immune with added Vitamin C),Tetley,116.0,134.92168,0.0,1,113311959
3769,Saffola Gold Healthy Lifestyle & Heart Edible Oil,Saffola,413.0,425.88004,0.0,1,113312084
242895,Nivea Whitening Smooth Skin Roll On (Women),Nivea,160.0,165.17267,0.0,1,113312448
455798,Clean & Clear Foaming Face Wash - Pack of 2,Clean & Clear,384.0,428.51086,0.0,1,113331395
397484,Britannia Treat Croissant with Vanilla Creme Filling,Britannia Treat,17.0,17.091265,0.0,2,113331556
164997,Hen Fruit Power Brown Eggs,Hen Fruit,86.0,100.0,0.0,1,113331999
429898,Pears Naturale Pomegranate Brightening Body Wash,Pears,147.0,172.819,0.0,1,113352796
68584,"Gala Kingkong Grass Broom / Jhadu (Meghalaya Grass & Plastic, Brown & Pink)",Gala,180.0,132.88832,0.7277777777777777,1,113352855
10509,Complan Kesar Badam Nutrition and Health Drink,Complan,280.0,298.162,0.0,1,113354013
243,Nescafe Classic Instant Coffee,Nescafe,285.0,285.37347,0.0,1,113375372
455288,Ariel Top Load Matic Liquid Detergent,Ariel,304.0,361.11508,0.0,2,113375374
396897,Bingo Tedhe Medhe Masala Tadka Crisps,Bingo Tedhe Medhe,16.0,16.6,0.0,1,113375752
361151,Sunfeast Bounce Choco Cream Biscuits,Sunfeast Bounce,10.0,33.996592,0.0,2,113376337
233,BRU Instant Coffee,BRU,306.0,317.35904,0.0,1,113376855
477483,Eggoz Farm Fresh White Eggs,Eggoz,207.0,214.5,0.0,1,113396537
429898,Pears Naturale Pomegranate Brightening Body Wash,Pears,147.0,172.88261,0.0,1,113400079
391685,Real Alphonso Nectar Mango Juice,Real,82.0,98.553474,0.0,1,113400277
458200,Nissin Geki - Hot & Spicy Korean Veg Flavoured Instant Noodles,Nissin,37.0,38.707,0.0,1,113419614
477483,Eggoz Farm Fresh White Eggs,Eggoz,207.0,214.5,0.0,1,113419849
395049,Odonil Zipper Room Freshener,Odonil,128.0,141.27,0.0,1,113420629
440303,Bingo Mad Angles Pizza Nachos - Pack of 2,Bingo Mad Angles,29.0,33.2,0.0,1,113422776
135258,Odonil Bathroom Air Freshener Blocks - Mixed Fragrances - Pack of 4,Odonil,194.0,198.1128,0.0,1,113424575
443582,24 Mantra Organic Chia Seeds,24 Mantra,263.0,265.99683,0.0,1,113443482
19512,Amul Taaza Toned Fresh Milk,Amul,22.0,24.15,0.0,2,113443793
37083,Nandini Toned Fresh Milk,Nandini,17.0,18.5,0.0,3,113444309
392235,Surf Excel Top Load Matic Liquid Detergent,Surf Excel,322.0,348.58035,0.0,1,113444491
424195,Cinthol Lime Soap,Cinthol,182.0,191.41031,0.0,1,113445580
407473,Boroplus Doodh Kesar Body Lotion,Boroplus,192.0,255.99886,0.0,1,113446148
410824,Dabur 100% Pure Squeezy Honey - Buy 1 Get 1 Free,Dabur,156.0,170.8905,0.0,1,113461161
424362,Whisper Ultra Clean Sanitary Pads (XL+),Whisper,421.0,442.89005,0.0,1,113464488
3898,Lady Finger,,19.0,19.806997,0.0,1,113464578
33213,B Natural Litchi Juice,B Natural,90.0,95.99412,0.0,1,113464627
474398,Budweiser Beats Energy Drink,Budweiser,56.0,67.494,0.0,1,113465253
82224,Saffola Gold Healthy Lifestyle & Heart Edible Oil,Saffola,202.0,215.28203,0.0,1,113466174
10530,Tata Tea Agni Special Blend Tea,Tata Tea,92.0,92.02618,0.0,1,113484235
18575,Vim Lemon Dishwash Gel,Vim,146.0,170.55049,0.0,1,113488046
366098,Nestle Milo Cocoa-Malt Flavoured Milk Beverage,Nestle,28.0,33.37608,0.0,4,113489208
15422,Nissin Veggi Manchow Cup Noodles,Nissin,31.0,39.501995,0.0,3,113494989
19735,Glucon-D Tangy Orange Instant Energy Drink Mix,Glucon-D,266.0,314.30316,0.0,1,113517792
364817,Ariel Top Load Matic Detergent Powder - Buy 4 kg Get 2 kg Free,Ariel,904.0,1064.785,0.0,1,113518423
23920,L'Oreal Paris 6 Oil Nourish Shampoo (6 Flower Oil),L'Oreal Paris,480.0,509.807,0.0,1,113518529
455867,Too Yumm Indian Masala Potato Chips,Too Yumm,21.0,23.699001,0.0,1,113533217
395043,Stayfree Dry Max All Night Sanitary Pads (Extra Large Wings),Stayfree,425.0,446.43002,0.0,1,113538440
437997,Bingo Mad Angles Cheese Nachos,Bingo Mad Angles,16.0,16.599998,0.0,2,112477864
392596,Mortein 2-in-1 Mosquito and Cockroach Killer Spray,Mortein,144.0,166.5243,0.0,1,112496797
481264,,,100.0,112.494,0.0,1,112516802
395339,Kurkure Masala Munch Crisps - Pack of 3,Kurkure,51.0,51.006,0.0,1,112517299
438219,Chef's Basket Durum Wheat Elbow Domestic Pasta,Chef's Basket,81.0,119.997,0.0,1,112518189
108107,Nycil Cool Herbal Germ Expert Prickly Heat Powder Talc - Free 50 g Pack,Nycil,111.0,116.077,0.0,1,112537817
455288,Ariel Top Load Matic Liquid Detergent,Ariel,305.0,361.1157,0.2459016393442623,1,112538263
127096,Nestle Munch Chocolate Coated Crunchy Wafers - Share Pack,Nestle,85.0,85.36316000000001,0.0,5,112538570
33216,B Natural Mixed Fruit Juice,B Natural,73.0,95.995,0.0,1,112539256
126482,Nivea Frangipani & Oil Shower Gel,Nivea,183.0,186.747,0.0,1,112540186
392235,Surf Excel Top Load Matic Liquid Detergent,Surf Excel,318.0,348.5824,0.0,1,112553160
422719,Nycil Cool Classic Germ Expert Prickly Heat Powder Talc - Free Nycil Cool Herbal Powder 50 g,Nycil,111.0,116.077,0.0,1,112554022
368445,Kissan Fresh Tomato Ketchup,Kissan,85.0,86.967995,0.0,1,112558627
13980,Tata Tea Premium Tea,Tata Tea,393.0,425.84897,0.0,1,112559078
410600,Pears Soft & Fresh Body Wash,Pears,137.0,172.66264,0.0,1,112560296
391084,"Pampers All Round Protection Diaper (Pants, XL, 12-17 kg)",Pampers,779.0,959.2041,0.0,2,112561508
108721,Maggi Mushroom Penne Instant Pasta,Maggi,24.0,24.001036,0.0,1,112577126
19735,Glucon-D Tangy Orange Instant Energy Drink Mix,Glucon-D,300.0,314.30267,0.0,1,112577180
368445,Kissan Fresh Tomato Ketchup,Kissan,85.0,86.964,0.0,1,112581607
266441,Britannia Good Day Cashew Biscuit (600 g),Britannia Good Day,96.0,102.56478,0.0,1,112581945
3952,Sweet Potato,,21.0,28.0,0.0,1,112582372
368445,Kissan Fresh Tomato Ketchup,Kissan,85.0,86.964005,0.0,1,112582530
422948,Sunfeast Yippee Magic Masala Instant Noodles,Sunfeast Yippee,119.0,123.84591,0.6302521008403361,1,112596272
392931,Britannia NutriChoice Digestive High Fibre Biscuit - Super Saver pack,Britannia NutriChoice,170.0,170.08499,0.0,1,112603022
409776,Parle Orange Bite Bigger - Orangee Jhatkaa Candy,Parle Orange Bite,40.0,41.003,0.0,1,112603152
416633,Dabur Amla Hair Oil,Dabur Amla,240.0,268.86,0.0,1,112603682
23379,Sweet Corn - Packet,,27.0,27.999994,0.0,1,112603977
429760,Nutralite Cheesy Garlic Flavoured Mayonnaise (Eggless) - With 25g extra,Nutralite,75.0,76.0082,0.0,1,112603981
432464,,,468.0,631.82981,0.0,2,112623341
17184,Tropicana Apple Delight Juice,Tropicana,82.0,84.00008,0.0,2,112623464
397484,Britannia Treat Croissant with Vanilla Creme Filling,Britannia Treat,17.0,17.089163,0.0,1,112624018
477483,Eggoz Farm Fresh White Eggs,Eggoz,207.0,231.0,0.0,1,112624157
410809,Kesh King Scalp & Hair Medicine Anti Hairfall Shampoo,Kesh King,169.0,179.996,0.0,1,112624234
110767,Tata Tea Premium Tea,Tata Tea,30.0,50.10101,0.0,1,112624676
429898,Pears Naturale Pomegranate Brightening Body Wash,Pears,147.0,172.8826,0.0,1,112624998
422948,Sunfeast Yippee Magic Masala Instant Noodles,Sunfeast Yippee,119.0,123.84173,0.0,1,112639105
19924,Mother Dairy Full Cream Fresh Milk,Mother Dairy,30.0,38.306666666666665,0.0,3,112639110
19172,Britannia Nut & Raisin Romance Cake,Britannia,51.0,51.283005,0.0,1,112645031
634,Mother's Recipe Mixed Pickle,Mother's Recipe,109.0,119.19446,0.0,1,112646226
477482,Eggoz Farm Fresh White Eggs (10 pieces),Eggoz,88.0,91.0,0.0,1,112646671
422948,Sunfeast Yippee Magic Masala Instant Noodles,Sunfeast Yippee,119.0,123.84249,0.0,1,112647917
15409,Nissin Mazedar Masala Cup Noodles,Nissin,38.0,39.501923,0.0,1,112659778
392235,Surf Excel Top Load Matic Liquid Detergent,Surf Excel,318.0,348.58093,0.0,1,112676028
18623,Bajaj Almond Drops Hair Oil,Bajaj,255.0,259.1509,0.0,1,112677163
410619,Saffola Total Pro Heart Conscious Edible Oil,Saffola,198.0,215.282,0.0,1,112679525
426661,Tata Tea Premium Tea,Tata Tea,495.0,588.67194,0.0,1,112679601
438988,Wingreens Farms Italian Herb Mayonnaise,Wingreens Farms,150.0,155.21507,0.0,1,112679661
82224,Saffola Gold Healthy Lifestyle & Heart Edible Oil,Saffola,203.0,215.28198,0.0,2,112695674
392235,Surf Excel Top Load Matic Liquid Detergent,Surf Excel,318.0,348.58066,0.0,1,112697529
230,BRU Instant Coffee 100 g,BRU,264.0,273.23233,0.0,1,112697811
