brand_name,revenue,cost,profit,qty,profit_margin,revenue_crore,profit_crore,qty_crore
Brooke Bond Taaza,3728173.577,3555541.3677419974,172632.20925799993,22659.0,0.04630476711787498,0.3728173577,0.01726322092579999,0.0022659
Chandan,595196.152,423602.171604,171593.98039599994,6703.0,0.288298201894289,0.0595196152,0.017159398039599993,0.0006703
Alshan,278043.698,106742.06395099997,171301.634049,3587.0,0.616096085907331,0.0278043698,0.0171301634049,0.0003587
Flair,426912.306,256311.83306000015,170600.47293999995,1772.0,0.3996147933482151,0.0426912306,0.017060047293999996,0.0001772
Sebamed,774329.8200000001,605518.56248,168811.25751999998,1380.0,0.2180095008093579,0.07743298200000001,0.016881125751999997,0.000138
Oral-B,2347396.404,2178925.282365,168471.12163499996,24533.0,0.07176935320677945,0.2347396404,0.016847112163499996,0.0024533
Bounty,1044796.097,877700.8347409996,167095.26225900007,7787.0,0.15993097862711492,0.10447960969999999,0.016709526225900006,0.0007787
American Garden,673146.28,507058.6581440001,166087.62185600007,2983.0,0.24673332794173664,0.067314628,0.016608762185600007,0.0002983
L'Oreal Paris Casting Creme Gloss,1848493.584,1684776.0241599996,163717.55983999997,3417.0,0.08856809742651504,0.1848493584,0.016371755983999998,0.0003417
Dras Ice,497619.45499999996,337060.446553,160559.008447,12475.0,0.322654202591416,0.049761945499999995,0.0160559008447,0.0012475
Britannia Milk Bikis,2736343.6550000003,2576933.395760999,159410.259239,48155.0,0.05825666631737452,0.27363436550000003,0.0159410259239,0.0048155
Toblerone,595790.4180000001,436666.93398999993,159123.48401000004,1810.0,0.26707962935046736,0.0595790418,0.015912348401000004,0.000181
Anchor,696206.7,538201.6148260003,158005.08517400004,1943.0,0.22695139988454585,0.06962067,0.015800508517400003,0.0001943
Baked,252509.99300000002,95158.94107000003,157351.05193000007,3349.0,0.623147821044849,0.0252509993,0.015735105193000008,0.0003349
Happy Kitchen,557774.122,400929.78228899994,156844.33971099998,3447.0,0.28119687437023116,0.055777412199999994,0.015684433971099997,0.0003447
Protinex,1975269.475,1819603.6096500014,155665.86534999998,3547.0,0.07880740694886705,0.19752694750000002,0.015566586534999998,0.0003547
KLF,1545053.434,1391079.351381,153974.08261900014,7628.0,0.09965615378128091,0.1545053434,0.015397408261900013,0.0007628
Godrej Cartini,600400.8500000001,447722.215349,152678.63465100003,2837.0,0.254294501167012,0.06004008500000001,0.015267863465100003,0.0002837
Vicks,1189046.79,1037489.6870759999,151557.10292399998,25297.0,0.1274610084301224,0.118904679,0.015155710292399998,0.0025297
Biotique,2539010.8559999997,2389082.610554999,149928.24544499998,18433.0,0.05904986388329172,0.25390108559999996,0.014992824544499997,0.0018433
Moov,1496869.341,1346959.7524909996,149909.58850899996,7629.0,0.10014874672284436,0.1496869341,0.014990958850899997,0.0007629
Sunfeast Bounce,1544417.544,1394642.387639,149775.15636099994,102069.0,0.09697840907264385,0.1544417544,0.014977515636099994,0.0102069
Juicy Jay's,369470.02300000004,219994.1583119999,149475.86468800003,1775.0,0.40456831510793506,0.036947002300000004,0.014947586468800003,0.0001775
Lipton,3312569.04,3163154.051692,149414.98830800003,20181.0,0.045105471464528334,0.331256904,0.014941498830800003,0.0020181
Sugar Free Gold,1122195.3760000002,973089.74118,149105.63481999998,4927.0,0.13286958582156905,0.11221953760000002,0.014910563481999997,0.0004927
L.G,509194.26099999994,360209.9264279999,148984.334572,4526.0,0.2925884008971578,0.05091942609999999,0.0148984334572,0.0004526
Garnier Color Naturals,1723659.6360000002,1574722.5993299992,148937.03666999988,9650.0,0.0864074516565403,0.1723659636,0.014893703666999988,0.000965
Kellogg's Chocos,1952592.7970000003,1804362.8779850006,148229.91901500008,30182.0,0.07591440429501906,0.19525927970000004,0.014822991901500007,0.0030182
MasterChow,947260.59,799302.8744600001,147957.71554000006,6410.0,0.15619536704255801,0.094726059,0.014795771554000007,0.000641
Cadbury Gems,1352355.6779999998,1204651.8309740003,147703.847026,135918.0,0.10921967454925717,0.13523556779999998,0.0147703847026,0.0135918
Soex,484895.795,338051.893005,146843.90199499996,3756.0,0.3028359979797308,0.0484895795,0.014684390199499997,0.0003756
Kinley,1204521.147,1057854.1941709998,146666.952829,45989.0,0.1217637010311451,0.12045211470000002,0.014666695282899999,0.0045989
Godrej Protekt,5153487.238,5007754.488214003,145732.74978600006,58071.0,0.028278473013655315,0.5153487238,0.014573274978600005,0.0058071
To Be Honest,887372.193,741662.1378660001,145710.05513400002,8341.0,0.16420399048271736,0.0887372193,0.014571005513400003,0.0008341
Stellar,656067.0,512151.94103299984,143915.05896700002,3474.0,0.21936030766217476,0.0656067,0.014391505896700001,0.0003474
Manforce,1342056.9330000002,1198848.6693970002,143208.26360300003,17696.0,0.10670803904188765,0.1342056933,0.014320826360300003,0.0017696
So Good,1352300.1030000001,1210207.1647760002,142092.93822399995,8479.0,0.10507500362439885,0.1352300103,0.014209293822399995,0.0008479
Lindt Excellence,493693.729,351643.86721999984,142049.86177999998,1220.0,0.28772871405056877,0.0493693729,0.014204986177999998,0.000122
Best,711809.7910000001,572147.6087880001,139662.182212,8943.0,0.1962071665462663,0.07118097910000001,0.013966218221200002,0.0008943
Sunfeast Marie Light,1627368.3460000004,1487775.6506160002,139592.69538399996,22539.0,0.08577818029158098,0.16273683460000005,0.013959269538399996,0.0022539
Cadbury,5276264.589,5136694.08101,139570.50799,72679.0,0.026452522544259394,0.5276264588999999,0.013957050799000002,0.0072679
Vijay,594580.917,455041.0981759998,139539.81882399996,14797.0,0.23468600292128103,0.0594580917,0.013953981882399996,0.0014797
Niine,1768876.6929999997,1629523.0,139353.69300000003,29841.0,0.07878089725047897,0.17688766929999997,0.013935369300000004,0.0029841
Snickers,2615220.3340000003,2476065.1380549995,139155.19594499996,27831.0,0.05320974073804366,0.2615220334,0.013915519594499996,0.0027831
Milka,504368.992,365567.472158,138801.51984200004,1965.0,0.27519836081041243,0.0504368992,0.013880151984200003,0.0001965
Cadbury 5 Star,1682927.3149999997,1546110.5254900004,136816.78951,21057.0,0.08129690943307319,0.16829273149999996,0.013681678951,0.0021057
Colgate Zig Zag,544880.606,408829.05735500006,136051.548645,7001.0,0.24969056917580948,0.054488060600000006,0.0136051548645,0.0007001
Bikaji,482088.195,346722.8520799999,135365.34291999997,3819.0,0.2807895823294324,0.0482088195,0.013536534291999996,0.0003819
DND,553926.0930000001,419051.2470099999,134874.84599000003,4385.0,0.24348888361538154,0.05539260930000001,0.013487484599000003,0.0004385
Parle Melody,796888.671,662252.9417549999,134635.72924500005,13386.0,0.168951742124842,0.07968886709999999,0.013463572924500006,0.0013386
Vanish,2715579.325,2581972.9429770024,133606.38202299995,17087.0,0.049199955528089735,0.27155793250000004,0.013360638202299996,0.0017087
Swadeshi Street,454914.172,321334.50218999997,133579.6698099999,2066.0,0.29363708152402845,0.0454914172,0.01335796698099999,0.0002066
Borosil,1314162.315,1181308.81581,132853.49919,1342.0,0.10109367592845638,0.1314162315,0.013285349919,0.0001342
7Dragon,306131.13,174555.14512599996,131575.984874,2267.0,0.4298026955768921,0.030613113,0.013157598487399998,0.0002267
Lakme,2840551.7389999996,2709200.6963150003,131351.042685,16089.0,0.0462413836303652,0.28405517389999996,0.0131351042685,0.0016089
Step-Out,337140.03599999996,206978.90510499998,130161.13089500002,2555.0,0.3860743815516471,0.03371400359999999,0.013016113089500002,0.0002555
Britannia Nice Time,1859809.1400000001,1729968.2277600004,129840.91224000005,68180.0,0.0698141058926079,0.18598091400000002,0.012984091224000006,0.006818
Diet Tofu,805491.7850000001,676597.345437,128894.43956299998,19998.0,0.160019558192018,0.08054917850000001,0.012889443956299998,0.0019998
Ananda,465079.275,338475.4878160001,126603.78718399996,18460.0,0.2722197999126062,0.046507927500000004,0.012660378718399996,0.001846
Giffy,646665.4759999999,520677.4568479999,125988.01915199995,4860.0,0.1948271924632636,0.06466654759999999,0.012598801915199995,0.000486
Farm Made,515392.216,389415.47898999986,125976.73701000001,3994.0,0.24442887008988123,0.051539221600000004,0.012597673701000001,0.0003994
Ekta,341376.394,216956.77605000004,124419.61794999994,1317.0,0.3644646206849322,0.034137639399999996,0.012441961794999994,0.0001317
Godrej Nupur,633249.6560000001,509388.55832899985,123861.09767099995,5443.0,0.19559599677224293,0.0633249656,0.012386109767099996,0.0005443
Nestea,3867169.942,3743473.1538150003,123696.78818500006,21301.0,0.03198638540333381,0.3867169942,0.012369678818500006,0.0021301
Meatzza,692470.029,568780.04499,123689.98401000001,2701.0,0.1786214259534401,0.0692470029,0.012368998401000001,0.0002701
Parle Krackjack,1861706.1820000003,1738370.104483999,123336.077516,34412.0,0.06624894879142641,0.18617061820000003,0.012333607751600001,0.0034412
Herbal Strategi,545553.2239999999,422721.1999249999,122832.02407500005,3649.0,0.22515131186357001,0.054555322399999995,0.012283202407500006,0.0003649
L'Oreal Paris Excellence Creme,1389354.06,1266756.58989,122597.47011000005,2388.0,0.08824062464682332,0.138935406,0.012259747011000006,0.0002388
Milton,663779.2870000001,542522.4695000002,121256.8175,1085.0,0.18267641047979852,0.06637792870000002,0.01212568175,0.0001085
Friends,1153110.598,1033258.0166000001,119852.5814,2484.0,0.10393849610599104,0.1153110598,0.01198525814,0.0002484
DiaCraft,466311.952,346643.6310669999,119668.320933,1574.0,0.2566271793372347,0.046631195199999996,0.0119668320933,0.0001574
Cubic,444748.05,327236.8899879999,117511.16001200004,2904.0,0.26421961830299207,0.044474805,0.011751116001200004,0.0002904
Apis,487381.76200000005,370178.16793299996,117203.59406700001,2893.0,0.24047595376989098,0.048738176200000004,0.011720359406700001,0.0002893
Clean & Clear,1668564.4710000004,1551421.3268130012,117143.14418699995,9921.0,0.07020594422509427,0.16685644710000003,0.011714314418699995,0.0009921
10X,402941.7249999999,285925.9349630001,117015.79003699997,6547.0,0.290403755126129,0.04029417249999999,0.011701579003699997,0.0006547
Cadbury Bournville,1695838.3110000002,1579655.935641,116182.375359,16891.0,0.06851029051849271,0.16958383110000003,0.0116182375359,0.0016891
Real Fruit Power,998719.0,883026.4239099999,115692.57608999999,8656.0,0.11584096837048258,0.0998719,0.011569257609,0.0008656
Cadbury Perk,1487488.494,1371898.425439999,115590.06856,54850.0,0.07770821019876743,0.1487488494,0.011559006856,0.005485
DNV,669883.545,554472.4037299999,115411.14126999998,14269.0,0.172285380244711,0.0669883545,0.011541114126999997,0.0014269
Daadi's,485986.688,370852.8739330001,115133.81406699997,5387.0,0.23690734110601805,0.0485986688,0.011513381406699996,0.0005387
Sophiya,188937.984,75243.25131499999,113694.73268500001,1077.0,0.6017568848675765,0.018893798399999998,0.011369473268500001,0.0001077
Pee Safe,1040135.4789999998,926954.2674200006,113181.21157999993,6700.0,0.10881391305757002,0.10401354789999998,0.011318121157999994,0.00067
Godrej Expert,780568.234,668890.9590419999,111677.27495800002,7804.0,0.14307176502137803,0.0780568234,0.011167727495800002,0.0007804
Moksh,250445.813,140286.338232,110159.47476799997,4739.0,0.43985352938601524,0.0250445813,0.011015947476799997,0.0004739
Happilo,1146184.601,1036804.979,109379.62200000003,3580.0,0.09542932430305791,0.1146184601,0.010937962200000003,0.000358
Sams,332099.388,224342.9830739999,107756.40492600003,6299.0,0.32447035080353726,0.0332099388,0.010775640492600004,0.0006299
Vicco,695526.3100000002,588475.701495,107050.60850499997,6820.0,0.1539130971264048,0.06955263100000002,0.010705060850499997,0.000682
Navratna,2080823.7699999998,1974592.9774119998,106230.79258799998,10977.0,0.05105227752564553,0.20808237699999999,0.010623079258799998,0.0010977
More Light,779409.421,673377.6249699999,106031.79602999997,3510.0,0.13604120398488226,0.0779409421,0.010603179602999996,0.000351
On1y,417860.466,312078.9184840001,105781.547516,3817.0,0.2531504081460532,0.0417860466,0.0105781547516,0.0003817
Sea Shell,282977.172,177459.77980700004,105517.392193,870.0,0.37288305430163815,0.028297717200000003,0.010551739219300001,8.7e-05
Pulse,612021.194,506735.3159009998,105285.87809899998,10420.0,0.17202979101243343,0.061202119400000005,0.010528587809899998,0.001042
Nua,568076.6070000001,463559.33453500003,104517.27246499996,2666.0,0.18398446825147993,0.056807660700000005,0.010451727246499995,0.0002666
Orion,2048801.9130000002,1944386.433825999,104415.479174,42462.0,0.050964165208684076,0.20488019130000001,0.010441547917399999,0.0042462
Cheetos,452464.33300000004,350869.79664999986,101594.53635,14952.0,0.22453601077546145,0.04524643330000001,0.010159453635,0.0014952
JusVeg,433886.223,332411.20711600006,101475.01588400004,3295.0,0.2338747130120332,0.0433886223,0.010147501588400004,0.0003295
Ferns N Petals,288788.93700000003,187514.52005299996,101274.41694700003,973.0,0.3506866225523037,0.028878893700000005,0.010127441694700003,9.73e-05
Double Horse,633583.0789999999,532904.454806,100678.62419400003,6573.0,0.15890358743939884,0.0633583079,0.010067862419400003,0.0006573
Germisol,271096.31799999997,170500.57257500003,100595.745425,2778.0,0.3710701280162721,0.027109631799999995,0.0100595745425,0.0002778
Starbucks,353058.98699999996,252507.08674,100551.90026,892.0,0.28480198483093705,0.0353058987,0.010055190026,8.92e-05
KamaSutra,1322611.4370000004,1222115.278104,100496.15889600004,7330.0,0.07598313161721133,0.13226114370000003,0.010049615889600004,0.000733
Volvo Plus,159400.99800000002,59027.786497999994,100373.21150200002,1649.0,0.6296899816273421,0.015940099800000003,0.010037321150200002,0.0001649
Skore,622319.8560000001,522023.9892850001,100295.86671500007,5468.0,0.16116449724046736,0.06223198560000001,0.010029586671500007,0.0005468
Svami,388098.004,288200.76841600006,99897.23558400002,4638.0,0.2574020854381926,0.038809800400000004,0.009989723558400002,0.0004638
Minute Maid,606046.5670000002,506355.24064900016,99691.326351,7441.0,0.1644944989037451,0.060604656700000016,0.009969132635099999,0.0007441
Eno,1505648.129,1406223.7926900003,99424.33630999998,14692.0,0.06603424425335967,0.15056481289999998,0.009942433630999998,0.0014692
3M,539887.059,441009.63408399996,98877.42491599999,4644.0,0.18314464713998635,0.0539887059,0.009887742491599998,0.0004644
Aadhyam,450713.309,352801.26034499996,97912.04865500002,3424.0,0.2172379796643636,0.0450713309,0.009791204865500003,0.0003424
GM Foods,399510.96,302187.6665269999,97323.29347299998,5574.0,0.24360606645935315,0.039951096000000005,0.0097323293473,0.0005574
Plush,527542.313,430290.7296709998,97251.583329,2193.0,0.18434840378197304,0.052754231299999996,0.0097251583329,0.0002193
The Brooklyn Creamery,433374.91099999996,336702.36492000025,96672.54608,2786.0,0.22306908781805324,0.04333749109999999,0.009667254608,0.0002786
Rajam Snacks,359734.79399999994,263221.4838819999,96513.310118,4785.0,0.26829017300450514,0.035973479399999994,0.0096513310118,0.0004785
Balaji,1167941.0,1071711.61519,96229.38480999997,2859.0,0.08239233386789228,0.1167941,0.009622938480999998,0.0002859
Liberty,2557488.0,2461400.97629,96087.02371000008,10346.0,0.03757086004313611,0.2557488,0.009608702371000009,0.0010346
Meativorous,504766.75000000006,408895.789964,95870.960036,2789.0,0.1899312108731409,0.050476675000000006,0.0095870960036,0.0002789
Plum,1539447.7299999997,1443748.9714999998,95698.7585,14935.0,0.062164344157368705,0.15394477299999998,0.00956987585,0.0014935
Neutrogena,1254213.2859999998,1158691.2578800002,95522.02811999997,4602.0,0.07616091233146129,0.1254213286,0.009552202811999998,0.0004602
Genteel,3827362.8239999996,3732183.083889999,95179.74010999998,13238.0,0.02486823028983886,0.38273628239999996,0.009517974010999998,0.0013238
Indulekha,716650.9240000001,621757.4704649999,94893.45353500001,2270.0,0.1324123786868933,0.0716650924,0.009489345353500002,0.000227
Meat 99,581043.1240000001,486152.2609299999,94890.86306999995,3035.0,0.1633112227828376,0.058104312400000004,0.009489086306999996,0.0003035
Rath,531045.0,437136.9246099999,93908.07538999998,2575.0,0.1768363799489685,0.0531045,0.009390807538999998,0.0002575
Sofit,3353519.199,3259611.5930559984,93907.60594400001,37359.0,0.028002704136002178,0.3353519199,0.009390760594400001,0.0037359
Sugar Free Natura,773604.552,680241.171977,93363.38002300005,4628.0,0.12068618234164688,0.0773604552,0.009336338002300005,0.0004628
Cadbury Nutties,1015092.9070000001,921840.2152090002,93252.691791,26492.0,0.09186616431652397,0.10150929070000002,0.009325269179100001,0.0026492
Wah Luft,363436.988,270394.2497300001,93042.73827000002,2871.0,0.25600789501920485,0.036343698800000004,0.009304273827000002,0.0002871
Smokman,468967.97099999996,377335.7565569998,91632.21444299998,1553.0,0.195391199632693,0.0468967971,0.009163221444299997,0.0001553
Date Crown,638043.148,546522.01451,91521.13349000005,3835.0,0.14344035160769417,0.0638043148,0.009152113349000006,0.0003835
Baidyanath,630451.5349999999,539745.7901970003,90705.74480299997,2741.0,0.14387425482753402,0.06304515349999999,0.009070574480299997,0.0002741
Colgate 360,326194.02300000004,236023.02528700005,90170.99771300005,3092.0,0.27643362954262357,0.0326194023,0.009017099771300005,0.0003092
Philips,482036.3219999999,391887.5856899999,90148.7363099999,1299.0,0.18701648028506848,0.04820363219999999,0.00901487363099999,0.0001299
Pass Pass,367970.76200000005,277915.17520800006,90055.58679199999,5019.0,0.2447357129749346,0.03679707620000001,0.009005558679199999,0.0005019
Omay Foods,322187.43799999997,232314.581695,89872.85630500002,4152.0,0.2789458734421546,0.0322187438,0.008987285630500002,0.0004152
Comfort,7383817.513999999,7294097.601734999,89719.91226499996,27083.0,0.012150884294592547,0.7383817513999998,0.008971991226499996,0.0027083
Prestige,300323.423,210842.5166,89480.9064,286.0,0.2979484766994015,0.0300323423,0.008948090640000001,2.86e-05
CamPure,258160.9,168944.33225500002,89216.56774500001,1369.0,0.3455851282862742,0.02581609,0.0089216567745,0.0001369
Kraft,308985.0,220004.90544000006,88980.09456,516.0,0.2879754504587601,0.0308985,0.008898009456,5.16e-05
Glade,625661.183,537808.8422630001,87852.340737,5521.0,0.1404152009491054,0.0625661183,0.0087852340737,0.0005521
Nestle Milkmaid,1344329.7139999997,1257557.8029189997,86771.91108100001,10432.0,0.06454659908008255,0.13443297139999996,0.008677191108100002,0.0010432
Appy Fizz,458782.63599999994,372152.6884740001,86629.94752600002,10388.0,0.18882568939684113,0.0458782636,0.008662994752600002,0.0010388
Heineken,733783.3400000001,648261.764469,85521.57553100004,8935.0,0.11654881062167483,0.073378334,0.008552157553100005,0.0008935
Jockey,428230.0,342806.0607999999,85423.93920000002,1333.0,0.19948144501786427,0.042823,0.008542393920000002,0.0001333
Orbit,599339.253,513948.7595429996,85390.49345699999,11048.0,0.14247438830274645,0.0599339253,0.0085390493457,0.0011048
Akar,241073.86299999998,155751.98366899998,85321.879331,9789.0,0.35392422168553384,0.0241073863,0.0085321879331,0.0009789
Britannia 5050,1478931.0610000002,1393615.5511430001,85315.50985700001,35633.0,0.057687279756848654,0.14789310610000003,0.008531550985700001,0.0035633
Paperkraft,406012.01300000004,320917.00215899985,85095.01084099998,2520.0,0.2095874213480476,0.0406012013,0.008509501084099999,0.000252
Soulfull,434019.95,349083.48397000023,84936.46603000001,912.0,0.19569714717030867,0.043401995,0.008493646603000001,9.12e-05
Abbie's,319424.998,234877.051817,84547.94618299998,1025.0,0.2646879446266756,0.0319424998,0.008454794618299998,0.0001025
Fevikwik,371753.8989999999,287485.9137100001,84267.98529000001,12640.0,0.22667680289749975,0.037175389899999994,0.008426798529000001,0.001264
Knorr,1805632.0479999997,1721651.643834999,83980.40416499999,36293.0,0.046510253436197316,0.18056320479999996,0.008398040416499998,0.0036293
Hasbro,488151.31600000005,404198.4194599998,83952.89653999997,878.0,0.17198129716810998,0.048815131600000006,0.008395289653999997,8.78e-05
Nirosta,346670.686,262933.5010530001,83737.18494699999,2982.0,0.24154677141349065,0.034667068599999996,0.008373718494699998,0.0002982
Alpenliebe Juzt Jelly,474456.803,390859.03434400004,83597.76865600003,7620.0,0.17619679626766788,0.0474456803,0.008359776865600002,0.000762
Chitale,879881.8,796807.6349549994,83074.16504500002,3701.0,0.09441514194861175,0.08798818,0.008307416504500002,0.0003701
Cetaphil,363906.0,281452.3728,82453.6272,592.0,0.22657946612586768,0.0363906,0.00824536272,5.92e-05
EMOI,259917.0,177822.25129999995,82094.74869999998,1627.0,0.3158498624560917,0.0259917,0.008209474869999999,0.0001627
Brooke Bond 3 Roses,896794.414,815203.955603,81590.45839700004,4050.0,0.09098011442007047,0.0896794414,0.008159045839700004,0.000405
Dr. Cubes,187826.74599999998,106406.29179100001,81420.45420899999,3912.0,0.43348700833586284,0.018782674599999997,0.0081420454209,0.0003912
Asian,234015.515,154024.87017499993,79990.64482499997,800.0,0.3418176988179607,0.023401551500000003,0.007999064482499997,8e-05
Mattel,443218.809,363712.7978140001,79506.01118600003,2320.0,0.1793832066048443,0.0443218809,0.007950601118600003,0.000232
Timios,708695.264,629829.3044019999,78865.95959800003,7490.0,0.11128331682769653,0.0708695264,0.007886595959800003,0.000749
Monin,248108.669,169257.45164,78851.21736,631.0,0.31780919900062016,0.0248108669,0.007885121735999999,6.31e-05
Shisha3Sixty`,202079.40999999997,124714.30778999996,77365.10221000004,824.0,0.382845051903111,0.020207940999999997,0.007736510221000004,8.24e-05
Karam,253979.253,176719.30432500003,77259.948675,1301.0,0.3041978734971711,0.0253979253,0.007725994867500001,0.0001301
Pilot,419023.15299999993,342030.046421,76993.10657900001,6650.0,0.1837442776795678,0.04190231529999999,0.007699310657900001,0.000665
Good Knight,6507858.4860000005,6432194.594356,75663.89164400005,44803.0,0.01162654224992317,0.6507858486000001,0.007566389164400005,0.0044803
Cleanzo,163682.241,88044.28684999993,75637.95415000006,3054.0,0.4621023862326033,0.016368224100000002,0.0075637954150000065,0.0003054
Asal,332492.567,256880.42292100005,75612.14407899999,5028.0,0.22741002832403165,0.0332492567,0.007561214407899999,0.0005028
Continental,337287.814,262007.49246600003,75280.32153399997,2153.0,0.223193125898109,0.033728781400000005,0.007528032153399997,0.0002153
Dr. Morepen,430715.773,355685.578768,75030.19423200004,682.0,0.17419885440786967,0.0430715773,0.007503019423200004,6.82e-05
Nimyle,662228.075,587785.5205500001,74442.55445000007,1850.0,0.1124122598547337,0.0662228075,0.007444255445000007,0.000185
Chaayos,327292.864,252950.2135699999,74342.65043000001,1217.0,0.22714412261062927,0.0327292864,0.007434265043000001,0.0001217
Wipro,910430.5279999999,836247.1811100001,74183.34688999999,3955.0,0.08148161184023917,0.0910430528,0.007418334688999999,0.0003955
Sunny,273585.9920000001,200673.0918599999,72912.90013999997,2024.0,0.2665081629617935,0.027358599200000007,0.007291290013999997,0.0002024
Girnar,475468.813,402665.37881600007,72803.43418399998,2413.0,0.15311926291157182,0.0475468813,0.0072803434183999986,0.0002413
Sani Fresh,845078.039,772299.1895299997,72778.84947,5104.0,0.08612086234795649,0.0845078039,0.007277884947,0.0005104
Dairy Craft,395866.0,323234.62606999994,72631.37393000002,1815.0,0.18347464528401028,0.0395866,0.007263137393000002,0.0001815
Amul Lite,605541.131,535005.9819479999,70535.14905199996,3533.0,0.11648283731860976,0.06055411310000001,0.007053514905199996,0.0003533
Ensure,973912.838,903450.7761600001,70462.06183999998,1603.0,0.07234945376087135,0.09739128379999999,0.007046206183999998,0.0001603
Santoor,2740566.0039999997,2670283.654643999,70282.34935600002,15317.0,0.025645194917188363,0.27405660039999996,0.007028234935600002,0.0015317
Mentos,336010.907,265930.68332300003,70080.223677,5675.0,0.20856532397324828,0.0336010907,0.0070080223677,0.0005675
Dabur Hajmola,836699.161,767003.0978490002,69696.06315100002,16359.0,0.08329883236371505,0.08366991609999999,0.006969606315100002,0.0016359
Ragu,276656.434,206979.63468999998,69676.79931000003,789.0,0.2518531678536709,0.027665643400000002,0.006967679931000003,7.89e-05
MTR Minute Fresh,441733.67199999996,372798.8298459999,68934.842154,6134.0,0.1560552127300814,0.044173367199999994,0.0068934842154,0.0006134
Cadbury Fuse,872957.5359999997,805445.6967550002,67511.83924500002,19976.0,0.07733691097318168,0.08729575359999997,0.006751183924500003,0.0019976
Ambika,202183.429,134932.20082700008,67251.22817299998,2273.0,0.33262482739374244,0.020218342900000002,0.0067251228172999986,0.0002273
Apsara,264179.655,197563.66914800016,66615.98585199998,3681.0,0.25216168085312995,0.0264179655,0.006661598585199998,0.0003681
Shunya,406063.835,339850.5378780002,66213.297122,7255.0,0.16306130074844022,0.0406063835,0.0066213297122,0.0007255
Top Ramen,2236200.6739999996,2170207.873188,65992.80081199999,32827.0,0.029511126429434213,0.22362006739999996,0.006599280081199999,0.0032827
Center Fresh,360369.1870000001,294453.6291410002,65915.55785900001,19859.0,0.18291119284568574,0.03603691870000001,0.006591555785900001,0.0019859
Popcorn & Company,287281.33900000004,221658.57963999998,65622.75936000003,1578.0,0.2284268083281247,0.028728133900000005,0.0065622759360000026,0.0001578
Amulspray,852597.066,786989.0275799996,65608.03842000003,3060.0,0.07695081420793914,0.0852597066,0.006560803842000002,0.000306
Why Fryy,384661.585,319266.12499600014,65395.460004,9758.0,0.1700077745065185,0.0384661585,0.0065395460004,0.0009758
Fortune Xpert,860361.754,795002.24331,65359.51069,4105.0,0.07596747575787755,0.0860361754,0.006535951069,0.0004105
Raag,951292.656,885992.5596350003,65300.09636499999,5900.0,0.0686435409262741,0.0951292656,0.006530009636499999,0.00059
Himalayan,925477.074,860199.1634979999,65277.91050199999,15895.0,0.07053433557231477,0.0925477074,0.006527791050199999,0.0015895
Gemini,2035798.0,1970562.1580979999,65235.841901999986,10075.0,0.03204435896979955,0.2035798,0.006523584190199999,0.0010075
Ruchi Gold,1064007.92,998937.8413299999,65070.07867000001,6502.0,0.06115563375693671,0.106400792,0.006507007867000001,0.0006502
Yu,335075.124,270319.29478700005,64755.82921300001,4930.0,0.19325764455435973,0.0335075124,0.006475582921300001,0.000493
Mars,758054.36,693470.6509509999,64583.70904899999,7439.0,0.08519667250380301,0.075805436,0.006458370904899999,0.0007439
O'cean,284369.607,220309.41288299998,64060.19411699999,6097.0,0.22527088880141818,0.028436960700000003,0.006406019411699999,0.0006097
MP'S BEST,868015.1480000002,804981.9011700003,63033.24683000003,2516.0,0.07261768066517661,0.08680151480000002,0.006303324683000004,0.0002516
Twix,781045.8699999999,718096.0337830003,62949.83621700002,12184.0,0.08059684921834363,0.07810458699999999,0.006294983621700002,0.0012184
Habanero,202852.135,140466.03771999993,62386.097279999994,869.0,0.3075446915064512,0.0202852135,0.006238609728,8.69e-05
Kangaro,260238.01499999998,198912.62892299995,61325.38607699999,2373.0,0.2356511444993922,0.0260238015,0.006132538607699999,0.0002373
Brown & Polson,365576.743,304372.56572,61204.177279999996,7817.0,0.16741813709960207,0.0365576743,0.006120417727999999,0.0007817
Chicco,419069.12899999996,358332.0312069999,60737.097792999964,1539.0,0.1449333620396552,0.041906912899999996,0.006073709779299996,0.0001539
Cream Bell,391698.50800000003,331060.14280899987,60638.36519099999,2855.0,0.154808772442401,0.0391698508,0.006063836519099999,0.0002855
Lawrence Mills,254726.80299999999,194154.10783200004,60572.69516799998,1944.0,0.23779474501550582,0.025472680299999998,0.0060572695167999974,0.0001944
Furr By Pee Safe,628244.238,568007.7732710002,60236.464728999985,4181.0,0.09588064813894877,0.0628244238,0.006023646472899998,0.0004181
Parle Kismi,662837.807,602605.806583,60232.00041699999,12759.0,0.09086989272626084,0.0662837807,0.006023200041699999,0.0012759
Lotus Biscoff,227244.447,167342.20154300003,59902.24545699998,841.0,0.2636026809359174,0.0227244447,0.005990224545699998,8.41e-05
Frestol,179581.27000000002,119837.93245000004,59743.337550000004,251.0,0.33268134004175376,0.017958127,0.005974333755,2.51e-05
Habibis Hukkaups,98797.0,39194.49716,59602.502840000016,509.0,0.6032825170804783,0.0098797,0.005960250284000002,5.09e-05
Get-A-Whey,155107.05899999998,95574.28548000002,59532.77352,1050.0,0.38381730595510816,0.015510705899999998,0.005953277352,0.000105
Sunfeast Farmlite,2413618.787,2354414.5369539997,59204.250046,32881.0,0.024529246443092092,0.2413618787,0.0059204250046,0.0032881
