brand_name,revenue,total_qty,profit,profit_margin
Lotus Herbals,1491982.559,5326.0,173595.45146,0.11635219889993367
Cadbury Perk,1487488.494,54850.0,115590.06856,0.07770821019876743
Gillette Fusion,1479092.171,1551.0,-37287.887580000024,-0.02520998238723016
Britannia 5050,1478931.0610000002,35633.0,85315.50985700001,0.057687279756848654
Chuk,1437690.987,6457.0,548820.0397529999,0.3817371359461683
Closeup,1434383.0460000006,8777.0,-118934.048117,-0.08291651832379504
Engage,1419796.2370000002,8283.0,-126860.05357999998,-0.08935088731327576
TilSona,1409456.0,4756.0,225735.61707,0.16015797376434596
Drools,1403505.4039999999,2729.0,193773.63097100004,0.13806404337221923
L'Oreal Paris Excellence Creme,1389354.06,2388.0,122597.47011000005,0.08824062464682332
Gatorade,1382312.8699999999,23019.0,251790.756155,0.18215178460647627
King's,1381286.0,7894.0,40518.986020000004,0.029334247954442456
Kinder Joy,1357224.4239999999,23609.0,203587.48184700002,0.1500028132760747
Cadbury Gems,1352355.6779999998,135918.0,147703.847026,0.10921967454925717
So Good,1352300.1030000001,8479.0,142092.93822399995,0.10507500362439885
Jade Forest,1349269.1409999998,22619.0,-222034.68772400005,-0.16455922764189274
Nestle Milkmaid,1344329.7139999997,10432.0,86771.91108100001,0.06454659908008255
Manforce,1342056.9330000002,17696.0,143208.26360300003,0.10670803904188765
Frooti,1331890.5019999999,20417.0,252698.70609699996,0.1897293401503662
VWash,1323680.56,6318.0,181924.2828300001,0.13743820701725806
KamaSutra,1322611.4370000004,7330.0,100496.15889600004,0.07598313161721133
Raw,1320011.1490000002,8991.0,627728.6645810001,0.4755480020426706
Kingfisher,1318586.2659999998,22124.0,189285.689873,0.14355199561361123
Borosil,1314162.315,1342.0,132853.49919,0.10109367592845638
Sirona,1306762.6640000003,9252.0,-27443.449774999994,-0.021001097239031607
Happy Baby,1288029.6739999999,4065.0,257090.7130069999,0.19959999229567432
Sunrich,1287185.541,6694.0,47383.00285999998,0.03681132311600444
Britannia Tiger Krunch,1287041.0209999997,15780.0,203250.0672680001,0.1579204267398406
Aravali,1278028.9590000003,46722.0,221178.98562900006,0.17306257739422634
Aquafina,1274350.519,50021.0,418998.85342900007,0.32879403836064985
Schiff,1267998.28,22592.0,377706.204562,0.29787595970713776
Cavin's,1256251.622,20859.0,4419.525181999987,0.003518025453343444
Colgate Visible White,1254519.0550000002,9863.0,-8466.768186999994,-0.006749015212845845
Neutrogena,1254213.2859999998,4602.0,95522.02811999997,0.07616091233146129
Ezee,1249916.42,15703.0,576035.9061760001,0.4608595398530729
Chef's Basket,1242682.8429999999,14866.0,-874929.995918,-0.7040654024045297
Freshwrapp,1219412.716,9484.0,404647.86213799997,0.3318383159602872
Gunsberg,1214389.0809999998,13528.0,368329.238386,0.30330414209809586
Monster,1208236.6569999997,10920.0,273363.57195799996,0.2262500234322886
Kinley,1204521.147,45989.0,146666.952829,0.1217637010311451
Again,1194710.781,9697.0,498731.91366100014,0.41744991473463583
Natural Tattva,1189963.676,28800.0,239167.10215399993,0.20098689311084478
Vicks,1189046.79,25297.0,151557.10292399998,0.1274610084301224
Barilla,1183054.247,5247.0,-24322.604899999995,-0.020559162829327127
Haagen-Dazs,1180877.201,3477.0,-212134.12707000002,-0.1796411404084683
Pillsbury,1176007.324,7535.0,36547.76280900001,0.031077836050109504
Alpenliebe,1170381.6469999999,20317.0,241463.813951,0.20631203041327253
Balaji,1167941.0,2859.0,96229.38480999997,0.08239233386789228
Salsalito,1167339.467,6826.0,289210.35059600003,0.24775171128177065
Feel Fresh,1165460.9849999999,12037.0,491985.0550459999,0.42213773037284463
Wai Wai,1160003.5440000002,31577.0,261734.78762400008,0.22563274825994845
Friends,1153110.598,2484.0,119852.5814,0.10393849610599104
Plum BodyLovin',1150861.4189999998,24927.0,-112830.79286000003,-0.09804029485847249
Happilo,1146184.601,3580.0,109379.62200000003,0.09542932430305791
Lal,1144100.918,10384.0,313266.4317070001,0.27381013927916464
Fogg,1143141.6800000002,4521.0,199107.9904599999,0.17417612702215518
MCaffeine,1122328.9160000002,2791.0,23770.45930999999,0.021179583784331532
Sugar Free Gold,1122195.3760000002,4927.0,149105.63481999998,0.13286958582156905
Domex,1112501.1860000002,6388.0,-7243.971796000007,-0.00651142838062557
Glow & Lovely,1110477.5670000003,6773.0,5137.639810999998,0.0046265138204273125
Tata Soulfull,1101461.142,5935.0,190478.74497799992,0.17293278692713057
Bombay Shaving Company,1093064.94,4384.0,-152133.34799000004,-0.1391805211408574
Scotch,1088481.8329999999,8269.0,226790.55428399995,0.2083549283123405
Ambi Pur,1084057.371,4466.0,26706.78163,0.024635948561803563
Puro,1073211.9589999998,9791.0,240692.523984,0.22427305432588834
Ruchi Gold,1064007.92,6502.0,65070.07867000001,0.06115563375693671
Garnier Men,1057394.239,4503.0,33128.7343,0.03133054170158004
Bounty,1044796.097,7787.0,167095.26225900007,0.15993097862711492
Vinayak,1042820.2579999999,4694.0,408468.7642739997,0.3916962306211736
Pee Safe,1040135.4789999998,6700.0,113181.21157999993,0.10881391305757002
Beco,1032368.8470000001,7417.0,343423.12878300017,0.33265545524835094
Dhampur Green,1031675.245,12914.0,221717.42012199998,0.21491009035697078
Luv Lap,1023098.059,4481.0,251962.322973,0.24627387448987428
Rage Coffee,1022415.216,2602.0,246461.97756000006,0.24105859703872018
Budweiser,1019519.2309999999,19025.0,-268866.86611699994,-0.2637192687903304
Cadbury Nutties,1015092.9070000001,26492.0,93252.691791,0.09186616431652397
Olay,1015008.8890000001,3360.0,30154.157458000012,0.029708269341077672
Davidoff,1007675.3159999999,1834.0,245068.70637000003,0.24320205375557702
Tata Coffee,1001208.476,8223.0,35728.315794999995,0.035685191098002646
Real Fruit Power,998719.0,8656.0,115692.57608999999,0.11584096837048258
Mee Mee,995577.4389999999,4378.0,191360.48864700005,0.19221055153601171
Betty Crocker,986456.7410000002,5575.0,49668.046635000035,0.05034994903542357
Ensure,973912.838,1603.0,70462.06183999998,0.07234945376087135
Nilgiris,971608.4780000001,38376.0,384323.0226560001,0.3955533852968295
Lacto Calamine,964787.5610000001,5123.0,174055.07489999998,0.1804076689375973
Pasabahce,963570.8589999999,2602.0,261615.90714000008,0.2715066615977851
Broadsky,954391.0599999999,8534.0,348003.130373,0.3646336862931218
Raag,951292.656,5900.0,65300.09636499999,0.0686435409262741
MasterChow,947260.59,6410.0,147957.71554000006,0.15619536704255801
Livon,941732.112,4628.0,19718.190310000016,0.020938215930774183
Pigeon,929851.013,6248.0,196833.63020300004,0.21168297657487203
Himalayan,925477.074,15895.0,65277.91050199999,0.07053433557231477
Zandu,915042.5160000001,10117.0,-108674.12042299997,-0.11876401207897531
Wipro,910430.5279999999,3955.0,74183.34688999999,0.08148161184023917
Brooke Bond 3 Roses,896794.414,4050.0,81590.45839700004,0.09098011442007047
The Baker's Dozen,895292.6639999998,9816.0,195213.34438800006,0.21804416839050533
To Be Honest,887372.193,8341.0,145710.05513400002,0.16420399048271736
Kellogg's Special K,883742.0449999999,2546.0,-10546.884930000007,-0.011934347799419239
Prabhat,882625.8949999999,13423.0,177274.731089,0.20084922966031948
Chitale,879881.8,3701.0,83074.16504500002,0.09441514194861175
Rostaa,879649.751,1141.0,175956.88682999997,0.20003062199468521
Ultra Wrap,878864.2969999998,7729.0,374819.36528999987,0.42648150183076555
Hellmann's,878265.531,6036.0,44847.61861799999,0.05106384918344244
Cadbury Fuse,872957.5359999997,19976.0,67511.83924500002,0.07733691097318168
Chupa Chups,870228.5099999999,22641.0,179757.92058400004,0.2065640444071409
MP'S BEST,868015.1480000002,2516.0,63033.24683000003,0.07261768066517661
KVG,860695.517,10117.0,382712.10562999995,0.4446544661507746
Fortune Xpert,860361.754,4105.0,65359.51069,0.07596747575787755
Amulspray,852597.066,3060.0,65608.03842000003,0.07695081420793914
Paperwrap,845711.365,4752.0,341570.84855500003,0.40388584414376416
Sani Fresh,845078.039,5104.0,72778.84947,0.08612086234795649
Monsoon Harvest,841819.946,4297.0,-94986.32719999994,-0.11283449347017485
Enerzal,841207.5050000001,26349.0,277295.5398209999,0.32963987859452093
Dabur Hajmola,836699.161,16359.0,69696.06315100002,0.08329883236371505
Hansaplast,830297.2500000001,22339.0,253956.30499100007,0.3058619126957244
Set Wet,826993.7420000001,6457.0,-102222.13557200001,-0.12360690339057004
Muffets & Tuffets,824020.8650000001,23683.0,309492.8753610001,0.3755886392039357
Maybelline,810644.2679999999,4755.0,7156.645749999993,0.008828343124730506
Apis Himalaya,807107.676,2462.0,204622.53242899987,0.25352569243685386
Diet Tofu,805491.7850000001,19998.0,128894.43956299998,0.160019558192018
Faber-Castell,797713.457,5703.0,262565.2525340001,0.329147327564765
Parle Melody,796888.671,13386.0,134635.72924500005,0.168951742124842
Country Bean,793079.935,3778.0,-52964.037090000005,-0.0667827223368096
Twix,781045.8699999999,12184.0,62949.83621700002,0.08059684921834363
Godrej Expert,780568.234,7804.0,111677.27495800002,0.14307176502137803
More Light,779409.421,3510.0,106031.79602999997,0.13604120398488226
Egg First,775334.246,11941.0,182076.364267,0.2348359629493265
Sebamed,774329.8200000001,1380.0,168811.25751999998,0.2180095008093579
Sugar Free Natura,773604.552,4628.0,93363.38002300005,0.12068618234164688
O.B.,772556.7309999999,4553.0,49035.916362,0.06347225309722919
Bio Nutrients Pure Diet,772352.6559999998,15081.0,212795.73766899997,0.27551628911469683
Harveys,769575.0210000001,13105.0,189608.00162999996,0.24638014028004676
Mars,758054.36,7439.0,64583.70904899999,0.08519667250380301
Glucose-D,752350.389,4417.0,2965.699285999998,0.003941912344781148
Star,746563.621,9003.0,320787.69001300004,0.4296856704366526
Heineken,733783.3400000001,8935.0,85521.57553100004,0.11654881062167483
Germinix,732862.3489999999,4229.0,253385.39953899995,0.3457476016945714
Colgate Active Salt,728938.3310000001,6069.0,-46906.159477,-0.06434859779242422
Colgate SlimSoft,724907.126,7458.0,189517.83032200005,0.2614373945635624
Mangalam,721948.2450000001,3914.0,247811.64815600013,0.3432540349980352
Mortein,720206.1470000001,4865.0,-68059.28529799997,-0.09449972842011853
Typhoo,717195.164,4871.0,-116015.05219700001,-0.16176217858183997
7UP,716711.584,13945.0,33641.30369200001,0.04693841210748452
Indulekha,716650.9240000001,2270.0,94893.45353500001,0.1324123786868933
Best,711809.7910000001,8943.0,139662.182212,0.1962071665462663
Vatika,710160.3839999998,2768.0,-363876.21518999996,-0.5123859671535832
Timios,708695.264,7490.0,78865.95959800003,0.11128331682769653
The Laughing Cow,706747.931,10858.0,37814.59381899998,0.05350506476261616
Smoodies,700554.592,12256.0,-48854.541705999996,-0.06973695164359153
Anchor,696206.7,1943.0,158005.08517400004,0.22695139988454585
Vicco,695526.3100000002,6820.0,107050.60850499997,0.1539130971264048
Meatzza,692470.029,2701.0,123689.98401000001,0.1786214259534401
Candyman,688757.2930000001,10037.0,12240.308832000008,0.017771585079970988
Sugar Free Green,680662.527,4522.0,20700.15402499999,0.0304117726536751
Margo,678072.288,4211.0,-38722.401128,-0.05710659735441068
American Garden,673146.28,2983.0,166087.62185600007,0.24673332794173664
DNV,669883.545,14269.0,115411.14126999998,0.172285380244711
TGL Co.,668179.314,3520.0,-31006.881369999992,-0.046405030386798225
Baygon,666661.0760000001,3909.0,2198.903900000016,0.0032983835102441406
Milton,663779.2870000001,1085.0,121256.8175,0.18267641047979852
Parle Kismi,662837.807,12759.0,60232.00041699999,0.09086989272626084
Nimyle,662228.075,1850.0,74442.55445000007,0.1124122598547337
Puramate,656270.633,10450.0,194119.5881529999,0.29579197726039325
Stellar,656067.0,3474.0,143915.05896700002,0.21936030766217476
Nature's Solutions,653234.389,5660.0,215436.417591,0.3297995653915275
Boost,649867.6159999999,2468.0,-22221.917110000006,-0.03419452910544785
Giffy,646665.4759999999,4860.0,125988.01915199995,0.1948271924632636
Auradecor,642337.3829999999,3641.0,317733.80539199995,0.4946525203126781
Date Crown,638043.148,3835.0,91521.13349000005,0.14344035160769417
Double Horse,633583.0789999999,6573.0,100678.62419400003,0.15890358743939884
Godrej Nupur,633249.6560000001,5443.0,123861.09767099995,0.19559599677224293
Baidyanath,630451.5349999999,2741.0,90705.74480299997,0.14387425482753402
Sagar,629995.0,1278.0,23124.50484999999,0.03670585457027435
Furr By Pee Safe,628244.238,4181.0,60236.464728999985,0.09588064813894877
Glade,625661.183,5521.0,87852.340737,0.1404152009491054
Tata Q,623841.1460000002,6247.0,40854.166302000005,0.06548809190280629
Skore,622319.8560000001,5468.0,100295.86671500007,0.16116449724046736
Super Sarvottam,616601.0,3596.0,35651.44533999998,0.05781931158074667
Pulse,612021.194,10420.0,105285.87809899998,0.17202979101243343
Minute Maid,606046.5670000002,7441.0,99691.326351,0.1644944989037451
Amul Lite,605541.131,3533.0,70535.14905199996,0.11648283731860976
Godrej Cartini,600400.8500000001,2837.0,152678.63465100003,0.254294501167012
Orbit,599339.253,11048.0,85390.49345699999,0.14247438830274645
Toblerone,595790.4180000001,1810.0,159123.48401000004,0.26707962935046736
Chandan,595196.152,6703.0,171593.98039599994,0.288298201894289
Vijay,594580.917,14797.0,139539.81882399996,0.23468600292128103
Henko,593626.4380000001,1711.0,-62990.156283999975,-0.10611076638739592
Finish,589409.115,1423.0,-15088.980990000005,-0.025600182633755172
Heinz,588557.2139999999,4578.0,-22224.495351999984,-0.037760976882699436
M&M's,581209.513,6371.0,29177.62931699998,0.0502015687361951
Meat 99,581043.1240000001,3035.0,94890.86306999995,0.1633112227828376
Sante,574530.098,19112.0,-361628.57172299986,-0.629433641478257
Nua,568076.6070000001,2666.0,104517.27246499996,0.18398446825147993
Meswak,559568.268,4049.0,-66414.43372999998,-0.11868870614728992
Happy Kitchen,557774.122,3447.0,156844.33971099998,0.28119687437023116
Bingo Yumitos,554432.593,9315.0,-65129.553988,-0.11747064442151221
DND,553926.0930000001,4385.0,134874.84599000003,0.24348888361538154
Oxi Green,553181.174,3787.0,210069.84933300005,0.37974873189194985
Herbal Strategi,545553.2239999999,3649.0,122832.02407500005,0.22515131186357001
Colgate Zig Zag,544880.606,7001.0,136051.548645,0.24969056917580948
3M,539887.059,4644.0,98877.42491599999,0.18314464713998635
Real Good,535664.658,2753.0,16313.852789999999,0.030455346542575146
Rath,531045.0,2575.0,93908.07538999998,0.1768363799489685
Lakme 9To5,530262.8030000001,2766.0,8047.929549999999,0.015177247026320263
Prolyte,529760.45,23549.0,205328.89856400006,0.38758819871132333
Plush,527542.313,2193.0,97251.583329,0.18434840378197304
Zama Organics,523952.341,12315.0,188004.15619799998,0.35881919305710286
Godrej Expert Rich Creme,522489.35299999994,15386.0,50748.526836,0.09712834633780566
Bombae,521960.36299999995,2559.0,-46920.89489000004,-0.08989359770600061
Old Spice,516827.82000000007,3972.0,32373.181405,0.06263823299024421
Farm Made,515392.216,3994.0,125976.73701000001,0.24442887008988123
Lifebuoy,515311.0559999999,3545.0,3655.0886829999995,0.007092975476544016
L.G,509194.26099999994,4526.0,148984.334572,0.2925884008971578
Fresh Ones,506633.497,3009.0,206316.31839599987,0.4072299198882222
Meativorous,504766.75000000006,2789.0,95870.960036,0.1899312108731409
Milka,504368.992,1965.0,138801.51984200004,0.27519836081041243
Galaxy,504049.75500000006,6926.0,36543.43346700002,0.0724996552512956
Taina,503062.639,5531.0,233294.98978100007,0.46374938565254903
Dabur GlucoPlus-C,501350.226,1722.0,8912.968471000007,0.017777928499427876
Dras Ice,497619.45499999996,12475.0,160559.008447,0.322654202591416
Lindt Excellence,493693.729,1220.0,142049.86177999998,0.28772871405056877
Odomos,491621.56999999995,5966.0,13628.096996,0.027720705981228614
Hasbro,488151.31600000005,878.0,83952.89653999997,0.17198129716810998
Lakme Blush & Glow,487532.119,3602.0,37415.69989600002,0.07674509727224765
Apis,487381.76200000005,2893.0,117203.59406700001,0.24047595376989098
Fendo,486164.533,1440.0,195899.84833000004,0.4029496909639849
Daadi's,485986.688,5387.0,115133.81406699997,0.23690734110601805
Soex,484895.795,3756.0,146843.90199499996,0.3028359979797308
Bikaji,482088.195,3819.0,135365.34291999997,0.2807895823294324
Philips,482036.3219999999,1299.0,90148.7363099999,0.18701648028506848
Dabur Amla,480468.86399999994,2726.0,-36553.277677,-0.07607834849627218
Revive,479917.38600000006,4535.0,-8607.248138000006,-0.017934853766685598
Girnar,475468.813,2413.0,72803.43418399998,0.15311926291157182
Alpenliebe Juzt Jelly,474456.803,7620.0,83597.76865600003,0.17619679626766788
Smokman,468967.97099999996,1553.0,91632.21444299998,0.195391199632693
DiaCraft,466311.952,1574.0,119668.320933,0.2566271793372347
Ananda,465079.275,18460.0,126603.78718399996,0.2722197999126062
Power Brite,463759.664,3261.0,-56038.612068,-0.12083545943745552
Appy Fizz,458782.63599999994,10388.0,86629.94752600002,0.18882568939684113
Swadeshi Street,454914.172,2066.0,133579.6698099999,0.29363708152402845
Cheetos,452464.33300000004,14952.0,101594.53635,0.22453601077546145
Parle Marie,451253.10200000013,4592.0,-58508.54538999999,-0.12965793504949685
Aadhyam,450713.309,3424.0,97912.04865500002,0.2172379796643636
Spartan,450583.16500000004,2368.0,182635.71761400005,0.40533187167345686
Beyond Snack,449340.5509999999,7072.0,48313.061514000015,0.10751992315512165
Cubic,444748.05,2904.0,117511.16001200004,0.26421961830299207
Mattel,443218.809,2320.0,79506.01118600003,0.1793832066048443
MTR Minute Fresh,441733.67199999996,6134.0,68934.842154,0.1560552127300814
Goeld,440830.022,4050.0,-31829.915571,-0.07220450963523532
Dexolac,438951.069,1300.0,56562.60701999999,0.12885856992866782
Soulfull,434019.95,912.0,84936.46603000001,0.19569714717030867
JusVeg,433886.223,3295.0,101475.01588400004,0.2338747130120332
The Brooklyn Creamery,433374.91099999996,2786.0,96672.54608,0.22306908781805324
Dr. Morepen,430715.773,682.0,75030.19423200004,0.17419885440786967
Cocoyaya,429965.767,1480.0,58637.081726,0.13637616346791626
Nyle,429739.6009999999,1566.0,-4207.364010000003,-0.009790496384809562
Garnier,428328.1580000001,2867.0,27676.70327899999,0.06461565218647143
Jockey,428230.0,1333.0,85423.93920000002,0.19948144501786427
Flair,426912.306,1772.0,170600.47293999995,0.3996147933482151
Sunbean,423041.08499999996,3183.0,3988.900708999999,0.009429109489448287
Polka Pop,420371.301,7783.0,53463.675597,0.12718203043313844
Chicco,419069.12899999996,1539.0,60737.097792999964,0.1449333620396552
Pilot,419023.15299999993,6650.0,76993.10657900001,0.1837442776795678
Milkybar,418342.564,9460.0,21264.034607999998,0.05082924004835424
On1y,417860.466,3817.0,105781.547516,0.2531504081460532
Mother Sparsh,409690.82,1597.0,57711.27808,0.14086544111483873
Shunya,406063.835,7255.0,66213.297122,0.16306130074844022
Paperkraft,406012.01300000004,2520.0,85095.01084099998,0.2095874213480476
Cornitos Pop n Crunch,405200.2540000001,3235.0,3414.643117999989,0.008427050783635462
Elements,405081.738,3377.0,193018.42204600005,0.4764925296286747
Nature's Nectar,403868.657,1017.0,55177.49446000002,0.13662237339700273
Happa,403584.923,2615.0,27185.564346,0.06736020796792748
Happydent,403574.199,7570.0,53032.169190000015,0.13140624282079047
10X,402941.7249999999,6547.0,117015.79003699997,0.290403755126129
GM Foods,399510.96,5574.0,97323.29347299998,0.24360606645935315
Princeware,398799.07399999996,2042.0,187797.47862799992,0.4709075092486297
Dairy Craft,395866.0,1815.0,72631.37393000002,0.18347464528401028
Sugarlite,395466.451,4718.0,-126964.135582,-0.32104906815976664
Gulabari,394000.72,5038.0,2107.0100949999987,0.0053477315853635975
Hair & Care,392549.392,3580.0,1712.8518549999972,0.004363404682078828
Cream Bell,391698.50800000003,2855.0,60638.36519099999,0.154808772442401
Benson & Hedges,389654.033,1182.0,30631.992159999998,0.0786133071026112
Amulya,388296.53299999994,1826.0,34083.75938,0.08777765569181636
Svami,388098.004,4638.0,99897.23558400002,0.2574020854381926
Why Fryy,384661.585,9758.0,65395.460004,0.1700077745065185
Nestle NANGROW,378808.0,719.0,39438.84925,0.10411303153576482
Enfamil,376269.114,519.0,51514.95872,0.13690987860353587
Mysore Sandal,374524.746,2988.0,18738.641890000006,0.05003312088221804
Fevikwik,371753.8989999999,12640.0,84267.98529000001,0.22667680289749975
Sat Isabgol,371546.08599999995,3443.0,46577.02584499998,0.12536002288825077
Juicy Jay's,369470.02300000004,1775.0,149475.86468800003,0.40456831510793506
Vahdam,368500.905,2077.0,29280.083300000017,0.07945729007097015
Pass Pass,367970.76200000005,5019.0,90055.58679199999,0.2447357129749346
Idhayam,367678.0,1539.0,32269.11827000003,0.08776461542436598
Cherry Blossom,366412.31499999994,4893.0,18864.88398100001,0.05148539830327486
Brown & Polson,365576.743,7817.0,61204.177279999996,0.16741813709960207
Cetaphil,363906.0,592.0,82453.6272,0.22657946612586768
Wah Luft,363436.988,2871.0,93042.73827000002,0.25600789501920485
Sheba,360590.526,3362.0,32560.832602999988,0.09029863586321729
Center Fresh,360369.1870000001,19859.0,65915.55785900001,0.18291119284568574
Spinz,360185.80799999996,2451.0,-47130.686310000005,-0.1308510365016936
Rajam Snacks,359734.79399999994,4785.0,96513.310118,0.26829017300450514
Herbal Essences,359148.671,748.0,-30282.807699999998,-0.08431830644307187
Vivel,356569.948,1987.0,-26396.819190000006,-0.07402984838755959
Starbucks,353058.98699999996,892.0,100551.90026,0.28480198483093705
PurePet,352938.201,3080.0,58836.74038599999,0.1667055031710778
Nirosta,346670.686,2982.0,83737.18494699999,0.24154677141349065
Fem,341458.31700000004,5061.0,20125.780743,0.058940666374221004
Ekta,341376.394,1317.0,124419.61794999994,0.3644646206849322
Continental,337287.814,2153.0,75280.32153399997,0.223193125898109
Step-Out,337140.03599999996,2555.0,130161.13089500002,0.3860743815516471
Mentos,336010.907,5675.0,70080.223677,0.20856532397324828
Yu,335075.124,4930.0,64755.82921300001,0.19325764455435973
Asal,332492.567,5028.0,75612.14407899999,0.22741002832403165
Sams,332099.388,6299.0,107756.40492600003,0.32447035080353726
Britannia Pure Magic,329202.51399999997,3328.0,-98985.74460500003,-0.3006834407254862
Venky's,328296.74199999997,1064.0,49553.57949999999,0.15094142938524804
Chaayos,327292.864,1217.0,74342.65043000001,0.22714412261062927
MMTC-PAMP,326453.275,371.0,11102.781800000004,0.034010324448422224
Colgate 360,326194.02300000004,3092.0,90170.99771300005,0.27643362954262357
Amul Kool Cafe,324060.757,9111.0,39294.471105,0.12125649359326776
Omay Foods,322187.43799999997,4152.0,89872.85630500002,0.2789458734421546
La Shield,320452.78,1309.0,33778.29329000001,0.10540802076986196
Doobidoo,319662.0,615.0,-47160.34852999998,-0.14753191974648217
Abbie's,319424.998,1025.0,84547.94618299998,0.2646879446266756
Kraft,308985.0,516.0,88980.09456,0.2879754504587601
Sweekar,306817.0,1445.0,8276.7508,0.02697618058973264
Stash Pro,306726.196,4221.0,183709.6671570002,0.5989369983807976
7Dragon,306131.13,2267.0,131575.984874,0.4298026955768921
Colgate Sensitive,305328.04800000007,2223.0,20599.811273999996,0.06746779868058499
Parle Mango Bite,302619.69499999995,6732.0,5706.283975,0.018856287509641436
Prestige,300323.423,286.0,89480.9064,0.2979484766994015
Emami Fair and Handsome,294952.328,2550.0,-19086.120870000002,-0.06470917181572476
Ferns N Petals,288788.93700000003,973.0,101274.41694700003,0.3506866225523037
Popcorn & Company,287281.33900000004,1578.0,65622.75936000003,0.2284268083281247
O'cean,284369.607,6097.0,64060.19411699999,0.22527088880141818
Sea Shell,282977.172,870.0,105517.392193,0.37288305430163815
Alshan,278043.698,3587.0,171301.634049,0.616096085907331
Bosch,277832.542,199.0,43806.80130000001,0.15767339918014356
Ragu,276656.434,789.0,69676.79931000003,0.2518531678536709
Uniball,275942.58700000006,3240.0,57016.73206899998,0.20662534438368504
Happy Jars,275142.322,4545.0,59105.624671,0.21481836833157206
Sunny,273585.9920000001,2024.0,72912.90013999997,0.2665081629617935
Skittles,272863.492,5241.0,37870.850410000014,0.13879046307154938
Germisol,271096.31799999997,2778.0,100595.745425,0.3710701280162721
Charmis,270588.178,1668.0,-19.07262599999919,-7.048580666373085e-05
Clean And Dry,269666.713,1133.0,24757.673900000005,0.09180841648779992
Meera,268134.46,964.0,-6632.601962999997,-0.024736104277682164
Tabasco,267440.706,1164.0,49712.627759999996,0.18588280184991732
Post It,266139.99899999995,2927.0,53841.956847999994,0.20230689505638724
The Little Farm Co.,265469.825,1420.0,9873.095519999993,0.03719102734180803
Nestle Nestogen,264923.495,1193.0,30193.30684000001,0.11396990984132989
Apsara,264179.655,3681.0,66615.98585199998,0.25216168085312995
Kangaro,260238.01499999998,2373.0,61325.38607699999,0.2356511444993922
EMOI,259917.0,1627.0,82094.74869999998,0.3158498624560917
Khadi Essentials,259269.516,987.0,-881.5307069999926,-0.003400055357838492
CamPure,258160.9,1369.0,89216.56774500001,0.3455851282862742
14th Century,255726.521,3752.0,58492.69814800001,0.2287314507672828
Lawrence Mills,254726.80299999999,1944.0,60572.69516799998,0.23779474501550582
Karam,253979.253,1301.0,77259.948675,0.3041978734971711
Baked,252509.99300000002,3349.0,157351.05193000007,0.623147821044849
Fevicryl,251729.429,1990.0,41271.57838900003,0.1639521392192886
Moksh,250445.813,4739.0,110159.47476799997,0.43985352938601524
Delicious,248554.41899999997,11547.0,56814.341827000004,0.2285790856407989
Monin,248108.669,631.0,78851.21736,0.31780919900062016
MyFitness,246650.83699999997,889.0,33286.13676000001,0.13495245815849397
Catsan,245914.751,453.0,16376.929229999998,0.06659596125650875
Belkin,245219.0,361.0,40818.81752999999,0.16645862486185814
Akar,241073.86299999998,9789.0,85321.879331,0.35392422168553384
Vandevi,241062.326,1450.0,58623.73587100001,0.2431891239239101
Sugar Free D'Lite,240919.74099999998,2400.0,17803.501333,0.07389805940809144
Relispray,239498.933,1234.0,12062.122919999996,0.05036399439825478
Dalda,237918.0,1162.0,44187.11905800001,0.18572415310317006
Pudin Hara,236912.288,4991.0,22801.012944000002,0.09624242430177367
Malkist,235866.615,6137.0,5580.716962000005,0.02366047845304434
Twinings,235327.0,777.0,49459.96943999999,0.21017549809414132
Asian,234015.515,800.0,79990.64482499997,0.3418176988179607
Whole Farm,233357.798,2708.0,56447.48298100002,0.24189242212938614
Chabaa,231093.847,1146.0,56758.24959999999,0.24560692695552377
Control D,228770.596,956.0,38334.804809999994,0.1675687587490483
Lotus Biscoff,227244.447,841.0,59902.24545699998,0.2636026809359174
Remia,225386.57400000002,983.0,58605.02798999999,0.2600200488872065
Betadine,214308.723,1412.0,41904.28097400002,0.1955323161250885
Wrigley's Doublemint,213833.93300000002,4299.0,30881.259402,0.14441702010877758
Cocomama,212964.01600000003,2773.0,25586.035783000007,0.1201425304780128
Indira's,211459.75,1851.0,43777.74492999998,0.20702637230016577
Lindt,210381.01299999995,312.0,52609.04715000001,0.25006556627807486
Omsom,210027.1,458.0,40278.26224000001,0.191776500461131
Rangeela,208852.102,2408.0,37980.81961999999,0.18185509868605482
Bertolli,208646.0,217.0,11249.818460000002,0.053918208161191694
Indica,206040.961,3340.0,14836.664894999996,0.0720083269996008
Habanero,202852.135,869.0,62386.097279999994,0.3075446915064512
Nestle Gold,202672.95500000002,1024.0,-15558.133270000002,-0.07676472309785981
Ambika,202183.429,2273.0,67251.22817299998,0.33262482739374244
Shisha3Sixty`,202079.40999999997,824.0,77365.10221000004,0.382845051903111
Chik,201273.788,1022.0,-31213.27867,-0.15507870637382748
Rasna,200292.557,1927.0,37080.82348300001,0.18513330719024176
Hitkary,200170.713,1550.0,53118.02468999999,0.2653636183531004
Loacker,200168.722,1094.0,36240.88120000001,0.18105166900151368
Fevicol,199976.174,7378.0,39583.66771100001,0.19794191937585529
Koka,198320.34100000001,3590.0,52022.652035000014,0.26231626959031906
Ustraa,195892.435,373.0,-15189.30006,-0.0775389823501862
