Month,Actual_Revenue_Crore,Predicted_Revenue_Crore
2022-04-30,153.4301606,
2022-05-31,120.6257508001,
2022-06-30,123.53654042630005,
2022-07-31,72.0592983398,
2022-08-31,,105.40719652206667
2022-09-30,,105.40719652206667
2022-10-31,,105.40719652206667
2022-11-30,,105.40719652206667
2022-12-31,,105.40719652206667
2023-01-31,,105.40719652206667
