city_name,revenue,cost,profit,qty,profit_margin,revenue_crore,profit_crore,qty_crore
Delhi,2272486557.0109997,2028158741.8983545,244327815.11264497,28075593.0,0.1075156261579867,227.24865570109998,24.432781511264498,2.8075593
HR-NCR,1134201360.13,982248673.3734182,151952686.75658202,15339245.0,0.13397328913374384,113.42013601300002,15.195268675658202,1.5339245
Bengaluru,860249073.4990003,752770803.6893264,107478269.80967394,11747370.0,0.1249385475912388,86.02490734990003,10.747826980967394,1.174737
Mumbai,429580511.022,383663891.0012849,45916620.020715006,5013888.0,0.10688711159516147,42.9580511022,4.591662002071501,0.5013888
